79	5	300
301	20	79
79	21	301
302	16	303
303	17	302
304	20	102
102	21	304
305	6	286
286	7	305
306	18	307
307	19	306
308	10	309
309	11	308
310	2	281
281	3	310
311	8	25
25	9	311
113	0	312
312	1	113
91	14	313
313	15	91
286	0	314
314	1	286
315	10	316
316	11	315
317	0	318
318	1	317
319	10	320
320	11	319
321	10	322
322	11	321
323	8	145
145	9	323
95	2	53
53	3	95
324	4	265
265	5	324
325	20	24
24	21	325
326	16	327
327	17	326
328	18	141
141	19	328
233	0	114
114	1	233
329	6	77
77	7	329
330	16	331
331	17	330
332	10	333
333	11	332
334	8	85
85	9	334
335	20	113
113	21	335
139	16	336
336	17	139
31	0	337
337	1	31
338	10	339
339	11	338
85	14	340
340	15	85
39	0	341
341	1	39
342	10	343
343	11	342
57	14	344
344	15	57
159	0	345
345	1	159
346	18	1
1	19	346
347	10	348
348	11	347
349	10	350
350	11	349
351	16	352
352	17	351
353	4	148
148	5	353
190	14	354
354	15	190
197	16	355
355	17	197
181	22	356
356	23	181
77	14	357
357	15	77
358	18	11
11	19	358
318	16	359
359	17	318
360	8	31
31	9	360
225	2	53
53	3	225
139	16	361
361	17	139
200	14	362
362	15	200
118	2	201
201	3	118
56	16	363
363	17	56
190	14	364
364	15	190
13	0	307
307	1	13
145	2	56
56	3	145
365	4	159
159	5	365
366	4	367
367	5	366
368	8	13
13	9	368
369	10	370
370	11	369
371	18	203
203	19	371
253	0	330
330	1	253
372	4	145
145	5	372
62	22	373
373	23	62
15	14	374
374	15	15
375	8	157
157	9	375
376	4	196
196	5	376
377	20	145
145	21	377
109	6	286
286	7	109
378	8	8
8	9	378
33	14	379
379	15	33
380	14	381
381	15	380
173	16	382
382	17	173
85	2	197
197	3	85
383	4	6
6	5	383
384	18	385
385	19	384
386	8	110
110	9	386
387	6	388
388	7	387
389	4	79
79	5	389
390	18	48
48	19	390
391	22	217
217	23	391
392	20	393
393	21	392
394	8	182
182	9	394
395	20	91
91	21	395
396	10	397
397	11	396
229	10	398
398	11	229
53	16	399
399	17	53
400	20	51
51	21	400
401	10	402
402	11	401
403	10	404
404	11	403
405	8	0
0	9	405
29	14	406
406	15	29
85	14	407
407	15	85
148	14	408
408	15	148
409	10	410
410	11	409
109	6	137
137	7	109
131	14	411
411	15	131
0	0	412
412	1	0
413	8	77
77	9	413
190	26	414
414	27	190
415	4	289
289	5	415
416	10	417
417	11	416
137	2	201
201	3	137
418	4	419
419	5	418
57	14	420
420	15	57
133	4	10
10	5	133
421	10	422
422	11	421
423	4	424
424	5	423
253	2	53
53	3	253
425	8	67
67	9	425
426	8	8
8	9	426
427	10	428
428	11	427
429	10	430
430	11	429
431	10	432
432	11	431
433	4	10
10	5	433
434	20	51
51	21	434
435	10	436
436	11	435
19	0	437
437	1	19
233	22	438
438	23	233
439	4	77
77	5	439
440	8	317
317	9	440
239	18	441
441	19	239
226	0	307
307	1	226
53	16	442
442	17	53
2	0	443
443	1	2
444	8	271
271	9	444
312	16	445
445	17	312
446	4	447
447	5	446
448	4	39
39	5	448
388	14	449
449	15	388
31	0	450
450	1	31
137	14	451
451	15	137
452	4	2
2	5	452
95	2	453
453	3	95
454	4	62
62	5	454
81	14	455
455	15	81
456	4	447
447	5	456
457	10	458
458	11	457
459	10	460
460	11	459
155	6	424
424	7	155
53	16	60
60	17	53
461	18	462
462	19	461
463	6	55
55	7	463
464	4	13
13	5	464
465	18	318
318	19	465
466	10	467
467	11	466
468	20	44
44	21	468
469	4	388
388	5	469
470	12	181
181	13	470
79	2	56
56	3	79
461	4	91
91	5	461
471	4	33
33	5	471
472	6	13
13	7	472
161	14	473
473	15	161
161	14	474
474	15	161
475	4	182
182	5	475
476	10	477
477	11	476
478	4	85
85	5	478
363	6	85
85	7	363
479	4	61
61	5	479
147	2	53
53	3	147
480	4	131
131	5	480
481	18	307
307	19	481
62	0	482
482	1	62
3	16	483
483	17	3
484	8	207
207	9	484
485	10	486
486	11	485
487	10	488
488	11	487
489	18	490
490	19	489
192	14	491
491	15	192
233	14	492
492	15	233
493	28	494
494	29	493
148	0	495
495	1	148
496	26	497
497	27	496
215	18	318
318	19	215
498	26	246
246	27	498
499	4	112
112	5	499
500	4	225
225	5	500
501	8	62
62	9	501
502	16	503
503	17	502
504	8	51
51	9	504
289	14	505
505	15	289
483	6	506
506	7	483
507	4	8
8	5	507
393	2	53
53	3	393
367	2	53
53	3	367
289	14	508
508	15	289
509	10	510
510	11	509
109	6	13
13	7	109
511	8	393
393	9	511
512	10	513
513	11	512
31	2	56
56	3	31
178	14	514
514	15	178
515	10	516
516	11	515
53	16	109
109	17	53
517	8	181
181	9	517
518	8	182
182	9	518
519	8	520
520	9	519
521	8	62
62	9	521
201	16	522
522	17	201
523	4	77
77	5	523
524	16	525
525	17	524
526	10	527
527	11	526
207	14	528
528	15	207
456	10	529
529	11	456
85	14	530
530	15	85
21	14	531
531	15	21
532	8	148
148	9	532
159	2	201
201	3	159
533	20	8
8	21	533
212	14	534
534	15	212
535	4	77
77	5	535
367	14	536
536	15	367
537	10	538
538	11	537
173	16	539
539	17	173
540	4	37
37	5	540
363	6	148
148	7	363
541	20	542
542	21	541
424	14	543
543	15	424
544	10	545
545	11	544
546	8	95
95	9	546
265	14	547
547	15	265
548	6	207
207	7	548
549	14	550
550	15	549
67	14	551
551	15	67
552	24	553
553	25	552
31	16	554
554	17	31
226	14	555
555	15	226
114	16	556
556	17	114
557	10	558
558	11	557
559	10	560
560	11	559
37	14	561
561	15	37
562	4	62
62	5	562
563	4	33
33	5	563
380	14	564
564	15	380
565	4	192
192	5	565
566	4	71
71	5	566
567	10	568
568	11	567
569	8	182
182	9	569
570	18	165
165	19	570
571	14	572
572	15	571
291	14	573
573	15	291
574	6	122
122	7	574
286	14	575
575	15	286
131	2	56
56	3	131
576	6	190
190	7	576
577	8	31
31	9	577
578	4	44
44	5	578
579	4	79
79	5	579
580	16	581
581	17	580
33	14	582
582	15	33
583	8	131
131	9	583
584	4	447
447	5	584
585	20	221
221	21	585
586	8	175
175	9	586
53	16	587
587	17	53
588	10	589
589	11	588
13	0	590
590	1	13
591	8	196
196	9	591
592	8	55
55	9	592
424	14	593
593	15	424
594	18	11
11	19	594
595	10	596
596	11	595
597	10	598
598	11	597
12	6	424
424	7	12
599	4	161
161	5	599
367	0	600
600	1	367
601	20	44
44	21	601
175	14	602
602	15	175
603	8	39
39	9	603
604	8	0
0	9	604
605	8	55
55	9	605
606	4	289
289	5	606
607	2	53
53	3	607
139	16	608
608	17	139
609	24	610
610	25	609
611	18	165
165	19	611
612	10	613
613	11	612
33	2	53
53	3	33
265	14	614
614	15	265
25	0	615
615	1	25
393	0	307
307	1	393
118	0	616
616	1	118
617	4	161
161	5	617
180	6	89
89	7	180
618	4	207
207	5	618
15	14	619
619	15	15
620	10	621
621	11	620
447	14	622
622	15	447
623	10	624
624	11	623
625	18	318
318	19	625
553	8	233
233	9	553
626	6	2
2	7	626
627	16	628
628	17	627
44	2	3
3	3	44
629	4	181
181	5	629
376	10	630
630	11	376
631	10	632
632	11	631
399	6	15
15	7	399
437	16	633
633	17	437
634	20	33
33	21	634
635	18	636
636	19	635
56	16	637
637	17	56
638	6	110
110	7	638
178	2	201
201	3	178
25	0	639
639	1	25
640	2	56
56	3	640
571	14	641
641	15	571
642	10	643
643	11	642
644	10	645
645	11	644
18	10	646
646	11	18
647	4	391
391	5	647
648	8	393
393	9	648
145	0	312
312	1	145
148	2	56
56	3	148
649	4	607
607	5	649
650	10	651
651	11	650
652	10	653
653	11	652
654	4	231
231	5	654
655	20	233
233	21	655
56	16	656
656	17	56
657	8	33
33	9	657
658	10	659
659	11	658
62	0	660
660	1	62
233	14	661
661	15	233
662	10	663
663	11	662
664	8	55
55	9	664
109	6	77
77	7	109
665	8	81
81	9	665
388	14	666
666	15	388
53	16	638
638	17	53
667	4	29
29	5	667
224	20	122
122	21	224
668	8	175
175	9	668
161	0	9
9	1	161
265	0	669
669	1	265
39	14	670
670	15	39
289	14	671
671	15	289
501	4	62
62	5	501
672	8	393
393	9	672
190	16	673
673	17	190
33	0	203
203	1	33
674	10	675
675	11	674
79	14	676
676	15	79
677	4	33
33	5	677
15	14	678
678	15	15
95	0	679
679	1	95
680	4	367
367	5	680
681	20	190
190	21	681
67	22	682
682	23	67
683	20	159
159	21	683
684	4	13
13	5	684
81	0	437
437	1	81
685	4	225
225	5	685
686	16	601
601	17	686
687	10	688
688	11	687
689	10	690
690	11	689
691	8	37
37	9	691
692	10	693
693	11	692
694	4	91
91	5	694
695	4	159
159	5	695
33	0	696
696	1	33
697	20	214
214	21	697
393	2	197
197	3	393
698	10	699
699	11	698
700	10	701
701	11	700
192	0	341
341	1	192
702	8	310
310	9	702
188	14	703
703	15	188
704	4	39
39	5	704
705	4	706
706	5	705
707	30	201
201	31	707
109	6	33
33	7	109
2	14	708
708	15	2
33	14	709
709	15	33
137	14	710
710	15	137
711	4	81
81	5	711
424	14	712
712	15	424
713	16	714
714	17	713
715	20	10
10	21	715
716	16	717
717	17	716
718	8	89
89	9	718
291	14	719
719	15	291
221	0	720
720	1	221
145	0	341
341	1	145
39	0	721
721	1	39
722	10	723
723	11	722
724	16	725
725	17	724
192	0	726
726	1	192
727	8	6
6	9	727
39	0	728
728	1	39
729	14	730
730	15	729
24	2	3
3	3	24
201	16	228
228	17	201
731	18	345
345	19	731
732	8	264
264	9	732
733	10	734
734	11	733
735	10	736
736	11	735
325	20	190
190	21	325
56	16	737
737	17	56
738	4	221
221	5	738
739	10	740
740	11	739
741	18	742
742	19	741
743	4	91
91	5	743
744	10	745
745	11	744
746	8	131
131	9	746
747	4	25
25	5	747
748	8	73
73	9	748
56	16	749
749	17	56
167	6	55
55	7	167
159	0	750
750	1	159
751	4	79
79	5	751
752	4	8
8	5	752
753	20	44
44	21	753
754	4	2
2	5	754
755	10	756
756	11	755
757	10	758
758	11	757
265	14	759
759	15	265
61	0	139
139	1	61
760	4	67
67	5	760
761	8	104
104	9	761
8	0	762
762	1	8
763	6	2
2	7	763
109	6	182
182	7	109
764	20	25
25	21	764
765	16	766
766	17	765
62	14	767
767	15	62
713	16	768
768	17	713
769	8	200
200	9	769
584	10	770
770	11	584
161	26	498
498	27	161
771	10	772
772	11	771
773	20	31
31	21	773
110	2	53
53	3	110
231	0	318
318	1	231
91	2	53
53	3	91
774	4	0
0	5	774
424	14	775
775	15	424
53	16	776
776	17	53
777	10	778
778	11	777
779	4	102
102	5	779
137	14	780
780	15	137
781	10	782
782	11	781
783	4	102
102	5	783
16	4	221
221	5	16
212	0	784
784	1	212
785	8	393
393	9	785
786	18	307
307	19	786
15	0	114
114	1	15
175	2	53
53	3	175
56	16	180
180	17	56
787	8	161
161	9	787
788	0	203
203	1	788
789	10	790
790	11	789
390	8	286
286	9	390
791	4	190
190	5	791
221	14	792
792	15	221
793	20	15
15	21	793
794	4	207
207	5	794
167	6	77
77	7	167
447	14	795
795	15	447
31	16	796
796	17	31
797	20	102
102	21	797
798	10	799
799	11	798
800	18	801
801	19	800
729	14	802
802	15	729
803	4	137
137	5	803
804	20	286
286	21	804
155	6	13
13	7	155
805	8	207
207	9	805
806	8	77
77	9	806
807	4	161
161	5	807
808	4	131
131	5	808
809	10	810
810	11	809
811	10	812
812	11	811
813	8	73
73	9	813
814	20	62
62	21	814
815	18	114
114	19	815
816	4	264
264	5	816
817	4	190
190	5	817
463	6	178
178	7	463
161	0	165
165	1	161
56	16	818
818	17	56
0	14	819
819	15	0
820	20	73
73	21	820
226	0	716
716	1	226
821	18	721
721	19	821
192	0	822
822	1	192
307	16	823
823	17	307
824	10	825
825	11	824
687	8	207
207	9	687
393	14	826
826	15	393
827	10	828
828	11	827
81	0	829
829	1	81
830	20	89
89	21	830
831	14	832
832	15	831
175	14	833
833	15	175
834	10	835
835	11	834
131	14	836
836	15	131
399	6	253
253	7	399
504	10	837
837	11	504
838	4	0
0	5	838
520	2	56
56	3	520
110	14	839
839	15	110
840	30	317
317	31	840
61	0	165
165	1	61
214	0	841
841	1	214
131	0	139
139	1	131
15	0	318
318	1	15
51	2	56
56	3	51
842	10	843
843	11	842
844	10	845
845	11	844
846	8	424
424	9	846
847	8	102
102	9	847
37	2	281
281	3	37
848	8	61
61	9	848
849	8	226
226	9	849
850	8	289
289	9	850
851	8	51
51	9	851
8	14	852
852	15	8
56	16	853
853	17	56
854	4	147
147	5	854
855	10	856
856	11	855
857	6	181
181	7	857
858	8	79
79	9	858
2	0	139
139	1	2
181	2	56
56	3	181
31	16	859
859	17	31
860	8	190
190	9	860
207	14	861
861	15	207
96	8	159
159	9	96
862	10	863
863	11	862
275	8	226
226	9	275
200	2	56
56	3	200
864	20	131
131	21	864
865	10	866
866	11	865
221	16	867
867	17	221
868	4	67
67	5	868
307	16	869
869	17	307
870	4	6
6	5	870
871	8	29
29	9	871
872	8	15
15	9	872
873	4	5
5	5	873
691	4	37
37	5	691
874	18	875
875	19	874
876	4	57
57	5	876
233	22	53
53	23	233
113	14	877
877	15	113
878	8	380
380	9	878
388	14	879
879	15	388
721	16	880
880	17	721
881	8	181
181	9	881
542	0	307
307	1	542
882	10	883
883	11	882
73	2	56
56	3	73
884	18	165
165	19	884
885	8	175
175	9	885
886	26	497
497	27	886
887	4	31
31	5	887
192	0	888
888	1	192
39	0	889
889	1	39
890	6	125
125	7	890
891	20	44
44	21	891
0	2	53
53	3	0
159	2	53
53	3	159
363	6	892
892	7	363
893	10	894
894	11	893
53	16	626
626	17	53
53	16	895
895	17	53
896	20	388
388	21	896
79	2	3
3	3	79
226	0	897
897	1	226
53	16	898
898	17	53
899	8	214
214	9	899
900	18	901
901	19	900
271	0	902
902	1	271
903	8	113
113	9	903
265	0	141
141	1	265
904	6	317
317	7	904
53	16	905
905	17	53
906	8	221
221	9	906
2	14	907
907	15	2
278	10	908
908	11	278
909	6	125
125	7	909
910	4	61
61	5	910
911	10	912
912	11	911
281	16	913
913	17	281
914	10	915
915	11	914
85	14	916
916	15	85
424	14	917
917	15	424
918	8	85
85	9	918
919	10	920
920	11	919
73	0	462
462	1	73
892	0	341
341	1	892
115	4	110
110	5	115
85	2	921
921	3	85
922	10	923
923	11	922
61	2	201
201	3	61
118	0	924
924	1	118
925	10	926
926	11	925
927	6	79
79	7	927
928	4	181
181	5	928
929	4	393
393	5	929
930	20	44
44	21	930
53	16	931
931	17	53
102	2	56
56	3	102
932	4	95
95	5	932
933	8	729
729	9	933
934	10	935
935	11	934
182	14	936
936	15	182
221	14	937
937	15	221
102	14	938
938	15	102
939	10	940
940	11	939
5	2	56
56	3	5
941	8	57
57	9	941
942	8	73
73	9	942
943	16	944
944	17	943
945	4	62
62	5	945
127	4	13
13	5	127
110	2	56
56	3	110
200	2	53
53	3	200
391	22	373
373	23	391
113	0	946
946	1	113
57	0	1
1	1	57
947	4	948
948	5	947
949	10	950
950	11	949
951	10	952
952	11	951
131	14	953
953	15	131
954	26	497
497	27	954
212	2	53
53	3	212
955	4	44
44	5	955
956	18	385
385	19	956
957	18	958
958	19	957
959	10	960
960	11	959
961	4	391
391	5	961
962	4	55
55	5	962
963	8	91
91	9	963
447	14	964
964	15	447
965	4	549
549	5	965
966	4	131
131	5	966
941	10	967
967	11	941
376	10	968
968	11	376
969	4	190
190	5	969
970	8	447
447	9	970
971	8	207
207	9	971
380	22	972
972	23	380
44	2	53
53	3	44
973	10	974
974	11	973
617	8	161
161	9	617
831	0	975
975	1	831
976	8	122
122	9	976
637	6	5
5	7	637
380	22	977
977	23	380
978	8	31
31	9	978
979	16	980
980	17	979
81	0	981
981	1	81
823	20	226
226	21	823
982	10	983
983	11	982
1	16	984
984	17	1
985	8	2
2	9	985
39	14	986
986	15	39
987	8	161
161	9	987
988	8	892
892	9	988
577	10	989
989	11	577
990	20	310
310	21	990
79	14	991
991	15	79
992	16	993
993	17	992
831	0	165
165	1	831
228	6	51
51	7	228
994	8	253
253	9	994
995	4	113
113	5	995
140	20	145
145	21	140
31	14	432
432	15	31
774	8	0
0	9	774
996	10	997
997	11	996
31	16	998
998	17	31
626	6	200
200	7	626
999	16	1000
1000	17	999
159	14	1001
1001	15	159
1002	8	447
447	9	1002
424	14	1003
1003	15	424
56	16	1004
1004	17	56
104	14	1005
1005	15	104
1006	8	55
55	9	1006
1007	8	24
24	9	1007
6	14	1008
1008	15	6
1009	4	200
200	5	1009
6	14	1010
1010	15	6
323	18	1011
1011	19	323
21	22	1012
1012	23	21
1013	4	182
182	5	1013
1014	10	1015
1015	11	1014
271	14	1016
1016	15	271
1017	18	139
139	19	1017
1018	6	131
131	7	1018
1019	18	203
203	19	1019
783	8	102
102	9	783
1020	10	1021
1021	11	1020
264	2	53
53	3	264
956	10	1022
1022	11	956
56	16	1023
1023	17	56
53	16	1024
1024	17	53
1025	10	1026
1026	11	1025
1027	10	1028
1028	11	1027
1029	8	91
91	9	1029
1030	4	71
71	5	1030
12	6	200
200	7	12
1031	4	102
102	5	1031
1032	10	1033
1033	11	1032
1034	10	1035
1035	11	1034
1036	4	317
317	5	1036
71	14	1037
1037	15	71
148	0	341
341	1	148
1038	8	122
122	9	1038
1039	8	161
161	9	1039
1040	4	137
137	5	1040
1041	4	178
178	5	1041
1042	8	192
192	9	1042
31	14	1043
1043	15	31
1044	8	118
118	9	1044
1045	8	145
145	9	1045
79	0	1046
1046	1	79
1047	8	102
102	9	1047
1048	8	520
520	9	1048
175	14	1049
1049	15	175
77	14	1050
1050	15	77
102	2	53
53	3	102
1051	10	1052
1052	11	1051
1053	8	21
21	9	1053
239	8	39
39	9	239
25	14	1054
1054	15	25
1055	10	1056
1056	11	1055
0	0	139
139	1	0
51	14	1057
1057	15	51
1058	18	1059
1059	19	1058
8	14	1060
1060	15	8
1061	4	5
5	5	1061
109	6	91
91	7	109
180	6	131
131	7	180
1006	4	55
55	5	1006
2	14	1062
1062	15	2
948	14	1063
1063	15	948
1064	10	1065
1065	11	1064
231	14	1066
1066	15	231
24	0	114
114	1	24
56	16	155
155	17	56
1067	8	55
55	9	1067
110	14	1068
1068	15	110
1069	10	1070
1070	11	1069
39	0	462
462	1	39
1071	8	200
200	9	1071
1072	4	39
39	5	1072
1073	4	225
225	5	1073
44	0	713
713	1	44
1074	8	367
367	9	1074
1075	10	1076
1076	11	1075
1077	10	1078
1078	11	1077
1079	4	214
214	5	1079
0	14	1080
1080	15	0
318	16	1081
1081	17	318
1082	8	44
44	9	1082
125	2	53
53	3	125
1083	8	447
447	9	1083
1084	18	1085
1085	19	1084
158	10	1086
1086	11	158
1087	8	264
264	9	1087
1088	10	1089
1089	11	1088
1090	32	453
453	33	1090
1091	8	231
231	9	1091
190	14	1092
1092	15	190
137	0	437
437	1	137
62	14	1093
1093	15	62
1094	18	1095
1095	19	1094
79	14	1096
1096	15	79
1097	8	892
892	9	1097
203	16	434
434	17	203
388	2	53
53	3	388
140	20	31
31	21	140
1098	8	157
157	9	1098
2	14	1099
1099	15	2
1100	20	419
419	21	1100
1101	10	1102
1102	11	1101
31	14	1103
1103	15	31
380	2	53
53	3	380
53	16	1104
1104	17	53
1105	18	720
720	19	1105
53	16	387
387	17	53
1106	6	2
2	7	1106
1107	4	67
67	5	1107
1108	10	1109
1109	11	1108
207	0	1110
1110	1	207
1111	10	1112
1112	11	1111
33	14	1113
1113	15	33
506	14	1114
1114	15	506
1115	8	212
212	9	1115
145	0	1116
1116	1	145
1117	10	1118
1118	11	1117
1119	26	497
497	27	1119
190	14	1120
1120	15	190
1121	4	85
85	5	1121
147	14	1122
1122	15	147
2	0	482
482	1	2
178	2	281
281	3	178
549	0	1123
1123	1	549
53	16	45
45	17	53
1124	8	57
57	9	1124
1125	4	79
79	5	1125
1126	20	137
137	21	1126
1127	10	1128
1128	11	1127
1129	4	212
212	5	1129
1130	10	1131
1131	11	1130
122	2	3
3	3	122
81	0	1132
1132	1	81
1133	4	706
706	5	1133
1134	10	1135
1135	11	1134
1136	8	549
549	9	1136
616	16	1137
1137	17	616
13	14	1138
1138	15	13
1139	8	51
51	9	1139
1140	4	6
6	5	1140
495	16	1141
1141	17	495
145	14	1142
1142	15	145
904	6	125
125	7	904
1143	10	1144
1144	11	1143
2	0	307
307	1	2
1145	18	1
1	19	1145
31	2	201
201	3	31
73	14	1146
1146	15	73
1147	10	1148
1148	11	1147
25	2	56
56	3	25
1149	20	286
286	21	1149
3	16	1150
1150	17	3
253	14	1151
1151	15	253
1152	10	1153
1153	11	1152
67	0	902
902	1	67
201	16	463
463	17	201
1154	8	892
892	9	1154
280	2	53
53	3	280
1155	8	15
15	9	1155
1156	4	15
15	5	1156
441	16	1157
1157	17	441
67	14	1158
1158	15	67
0	14	1159
1159	15	0
2	0	716
716	1	2
1160	10	1161
1161	11	1160
135	8	24
24	9	135
1162	16	1163
1163	17	1162
1164	6	13
13	7	1164
1165	8	225
225	9	1165
399	6	0
0	7	399
228	6	200
200	7	228
380	14	1166
1166	15	380
1167	10	1168
1168	11	1167
53	16	1169
1169	17	53
1170	8	212
212	9	1170
146	4	147
147	5	146
1171	8	225
225	9	1171
1172	10	1173
1173	11	1172
157	22	217
217	23	157
145	14	1174
1174	15	145
1175	20	207
207	21	1175
118	14	1176
1176	15	118
1170	4	212
212	5	1170
1177	8	178
178	9	1177
289	14	1178
1178	15	289
1179	4	137
137	5	1179
904	6	1180
1180	7	904
85	2	56
56	3	85
1181	10	1182
1182	11	1181
431	8	31
31	9	431
271	14	1183
1183	15	271
79	14	1184
1184	15	79
181	14	1185
1185	15	181
1186	8	200
200	9	1186
62	14	1187
1187	15	62
500	8	225
225	9	500
1188	20	264
264	21	1188
155	6	64
64	7	155
1189	16	1190
1190	17	1189
1191	4	51
51	5	1191
588	8	447
447	9	588
77	14	1192
1192	15	77
155	6	39
39	7	155
1193	4	29
29	5	1193
1194	4	25
25	5	1194
1195	8	286
286	9	1195
1196	8	640
640	9	1196
12	6	212
212	7	12
542	14	1197
1197	15	542
1198	4	640
640	5	1198
1199	10	1200
1200	11	1199
1201	18	1202
1202	19	1201
1203	4	44
44	5	1203
1204	10	1205
1205	11	1204
904	6	62
62	7	904
57	14	1206
1206	15	57
483	6	57
57	7	483
95	0	1207
1207	1	95
118	14	1208
1208	15	118
1209	18	1210
1210	19	1209
182	2	53
53	3	182
1211	4	25
25	5	1211
1212	10	1213
1213	11	1212
1214	24	1215
1215	25	1214
1216	10	1217
1217	11	1216
1218	20	1180
1180	21	1218
6	14	1219
1219	15	6
310	14	1220
1220	15	310
1221	8	948
948	9	1221
299	4	161
161	5	299
1222	8	102
102	9	1222
1223	4	289
289	5	1223
1224	8	15
15	9	1224
1225	16	1188
1188	17	1225
1226	4	77
77	5	1226
201	16	1018
1018	17	201
1227	10	1228
1228	11	1227
1229	18	307
307	19	1229
53	16	1230
1230	17	53
1231	4	388
388	5	1231
1232	10	1233
1233	11	1232
6	22	53
53	23	6
393	0	713
713	1	393
1234	10	1235
1235	11	1234
1236	16	1237
1237	17	1236
